NOC_CNP,NOC_Title_eng,NOC_Title_fra,prov,ER_Code_Code_RE,ER_Name,Nom_RE,Low_Wage_Salaire_Minium,Median_Wage_Salaire_Median,High_Wage_Salaire_Maximal,Average_Wage_Salaire_Moyen,Quartile1_Wage_Salaire_Quartile1,Quartile3_Wage_Salaire_Quartile3,Source2025_NHQ,Data_Source_E,Data_Source_F,Reference_Period,Revision_Date_Date_revision,Annual_Wage_Flag_Salaire_annuel,Wage_Comment_E,Wage_Comment_F,EmployeesWithNonWageBenefit_Pct
NOC_00010,Legislators,Membres des corps législatifs,NAT,ER00,Canada,Canada,32867,84000,184000,97600,54400,132000,Census 2021 CAN NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,63.1
NOC_00010,Legislators,Membres des corps législatifs,NL,ER10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,,99000,,90000,,,Census 2021 PR NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,NL,ER1010,Avalon Peninsula,Avalon Peninsula,,,,,,,N/A,NA,NA,NA,2025-11-19,0,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession.",
NOC_00010,Legislators,Membres des corps législatifs,NL,ER1020,South Coast--Burin Peninsula,Côte-sud--Burin Peninsula,,,,,,,N/A,NA,NA,NA,2025-11-19,0,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession.",
NOC_00010,Legislators,Membres des corps législatifs,NL,ER1030,West Coast--Northern Peninsula--Labrador,Côte-ouest--Northern Peninsula--Labrador,,,,,,,N/A,NA,NA,NA,2025-11-19,0,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession.",
NOC_00010,Legislators,Membres des corps législatifs,NL,ER1040,Notre Dame--Central Bonavista Bay,Notre Dame--Central Bonavista Bay,,,,,,,N/A,NA,NA,NA,2025-11-19,0,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession.",
NOC_00010,Legislators,Membres des corps législatifs,PEI,ER1110,Prince Edward Island,Île-du-Prince-Édouard,,100000,,110000,,,Census 2021 PR NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,NS,ER12,Nova Scotia,Nouvelle-Écosse,35128,94000,158000,94000,43600,131000,Census 2021 PR NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,NS,ER1210,Cape Breton,Cape Breton,,50800,,74000,,108000,Census 2021 ER NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,NS,ER1220,North Shore,Côte-nord,,,,,,,N/A,NA,NA,NA,2025-11-19,0,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession.",
NOC_00010,Legislators,Membres des corps législatifs,NS,ER1230,Annapolis Valley,Annapolis Valley,,,,,,,N/A,NA,NA,NA,2025-11-19,0,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession.",
NOC_00010,Legislators,Membres des corps législatifs,NS,ER1240,Southern,Sud,,,,,,,N/A,NA,NA,NA,2025-11-19,0,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession.",
NOC_00010,Legislators,Membres des corps législatifs,NS,ER1250,Halifax,Halifax,,103000,,114000,54800,139000,Census 2021 ER NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,NB,ER13,New Brunswick,Nouveau-Brunswick,34800,68000,150000,78000,46400,86000,Census 2021 PR NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,NB,ER1310,Campbellton--Miramichi,Campbellton--Miramichi,,72000,,74000,,85000,Census 2021 ER NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,NB,ER1320,Moncton--Richibucto,Moncton--Richibucto,,72000,,84000,,131000,Census 2021 ER NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,NB,ER1330,Saint John--St. Stephen,Saint John--St. Stephen,,,,,,,N/A,NA,NA,NA,2025-11-19,0,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession.",
NOC_00010,Legislators,Membres des corps législatifs,NB,ER1340,Fredericton--Oromocto,Fredericton--Oromocto,,,,,,,N/A,NA,NA,NA,2025-11-19,0,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession.",
NOC_00010,Legislators,Membres des corps législatifs,NB,ER1350,Edmundston--Woodstock,Edmundston--Woodstock,,,,,,,N/A,NA,NA,NA,2025-11-19,0,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession.",
NOC_00010,Legislators,Membres des corps législatifs,QC,ER24,Quebec,Québec,41200,96000,184000,102800,62800,142000,Census 2021 PR NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,60.5
NOC_00010,Legislators,Membres des corps législatifs,QC,ER2410,Gaspésie--Îles-de-la-Madeleine,Gaspésie--Îles-de-la-Madeleine,,,,,,,N/A,NA,NA,NA,2025-11-19,0,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession.",
NOC_00010,Legislators,Membres des corps législatifs,QC,ER2415,Bas-Saint-Laurent,Bas-Saint-Laurent,,,,,,,N/A,NA,NA,NA,2025-11-19,0,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession.",
NOC_00010,Legislators,Membres des corps législatifs,QC,ER2420,Capitale-Nationale,Capitale-Nationale,,99000,,104000,68500,129000,Census 2021 ER NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,QC,ER2425,Chaudière-Appalaches,Chaudière-Appalaches,,65500,,88000,,,Census 2021 ER NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,QC,ER2430,Estrie,Estrie,,,,,,,N/A,NA,NA,NA,2025-11-19,0,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession.",
NOC_00010,Legislators,Membres des corps législatifs,QC,ER2433,Centre-du-Québec,Centre-du-Québec,,,,,,,N/A,NA,NA,NA,2025-11-19,0,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession.",
NOC_00010,Legislators,Membres des corps législatifs,QC,ER2435,Montérégie,Montérégie,38000,97000,200000,112000,68500,160000,Census 2021 ER NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,QC,ER2440,Montréal,Montréal,65500,116000,184000,119000,90000,145000,Census 2021 ER NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,QC,ER2445,Laval,Laval,,96000,,104000,,,Census 2021 ER NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,QC,ER2450,Lanaudière,Lanaudière,,81000,,116000,,,Census 2021 ER NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,QC,ER2455,Laurentides,Laurentides,,79000,,92000,58400,119000,Census 2021 ER NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,QC,ER2460,Outaouais,Outaouais,,95000,,106000,73000,128000,Census 2021 ER NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,QC,ER2465,Abitibi-Témiscamingue,Abitibi-Témiscamingue,,,,,,,N/A,NA,NA,NA,2025-11-19,0,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession.",
NOC_00010,Legislators,Membres des corps législatifs,QC,ER2470,Mauricie,Mauricie,,64000,,62000,,,Census 2021 ER NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,QC,ER2475,Saguenay--Lac-Saint-Jean,Saguenay--Lac-Saint-Jean,,91000,,100000,,,Census 2021 ER NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,QC,ER2480,Côte-Nord,Côte-Nord,,83000,,80000,48400,113000,Census 2021 ER NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,QC,ER2490,Nord-du-Québec,Nord-du-Québec,,,,,,,N/A,NA,NA,NA,2025-11-19,0,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession.",
NOC_00010,Legislators,Membres des corps législatifs,ON,ER35,Ontario,Ontario,37561,80000,186000,98600,52000,134000,Census 2021 PR NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,ON,ER3510,Ottawa,Ottawa,56800,118000,198000,123000,78000,170000,Census 2021 ER NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,ON,ER3515,Kingston--Pembroke,Kingston--Pembroke,,68500,,88000,44400,,Census 2021 ER NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,ON,ER3520,Muskoka--Kawarthas,Muskoka--Kawarthas,,70000,,84000,,,Census 2021 ER NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,ON,ER3530,Toronto,Toronto,50000,119000,204000,126400,73000,170000,Census 2021 ER NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,ON,ER3540,Kitchener--Waterloo--Barrie,Kitchener--Waterloo--Barrie,37561,82000,176000,94000,49200,134000,Census 2021 ER NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,ON,ER3550,Hamilton--Niagara Peninsula,Hamilton--Niagara Peninsula,,101000,,108000,48400,132000,Census 2021 ER NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,ON,ER3560,London,London,,73500,,88000,,,Census 2021 ER NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,ON,ER3570,Windsor--Sarnia,Windsor--Sarnia,,54400,,74000,,,Census 2021 ER NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,ON,ER3580,Stratford--Bruce Peninsula,Stratford--Bruce Peninsula,,,,,,,N/A,NA,NA,NA,2025-11-19,0,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession.",
NOC_00010,Legislators,Membres des corps législatifs,ON,ER3590,Northeast,Nord-est,,50400,,61000,24000,74000,Census 2021 ER NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,ON,ER3595,Northwest,Nord-ouest,37561,52800,95000,50400,30600,68500,Census 2021 ER NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,MB,ER46,Manitoba,Manitoba,34810,70000,154000,88000,45200,105000,Census 2021 PR NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,MB,ER4610,Southeast,Sud-est,,,,,,,N/A,NA,NA,NA,2025-11-19,0,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession.",
NOC_00010,Legislators,Membres des corps législatifs,MB,ER4620,South Central,Centre sud,,,,,,,N/A,NA,NA,NA,2025-11-19,0,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession.",
NOC_00010,Legislators,Membres des corps législatifs,MB,ER4630,Southwest,Sud-ouest,,,,,,,N/A,NA,NA,NA,2025-11-19,0,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession.",
NOC_00010,Legislators,Membres des corps législatifs,MB,ER4640,North Central,Centre nord,,,,,,,N/A,NA,NA,NA,2025-11-19,0,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession.",
NOC_00010,Legislators,Membres des corps législatifs,MB,ER4650,Winnipeg,Winnipeg,,99000,,148000,,,Census 2021 ER NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,MB,ER4660,Interlake,Interlake,,,,,,,N/A,NA,NA,NA,2025-11-19,0,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession.",
NOC_00010,Legislators,Membres des corps législatifs,MB,ER4670,Parklands,Parklands,,,,,,,N/A,NA,NA,NA,2025-11-19,0,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession.",
NOC_00010,Legislators,Membres des corps législatifs,MB,ER4680,North,Nord,,52400,,53000,36400,69000,Census 2021 ER NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,SK,ER47,Saskatchewan,Saskatchewan,34747,73500,154000,88800,52400,131000,Census 2021 PR NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,SK,ER4710,Regina--Moose Mountain,Regina--Moose Mountain,,92000,,102000,57200,147000,Census 2021 ER NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,SK,ER4720,Swift Current--Moose Jaw,Swift Current--Moose Jaw,,,,,,,N/A,NA,NA,NA,2025-11-19,0,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession.",
NOC_00010,Legislators,Membres des corps législatifs,SK,ER4730,Saskatoon--Biggar,Saskatoon--Biggar,,72500,,108000,59200,150000,Census 2021 ER NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,SK,ER4740,Yorkton--Melville,Yorkton--Melville,,,,,,,N/A,NA,NA,NA,2025-11-19,0,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession.",
NOC_00010,Legislators,Membres des corps législatifs,SK,ER4750,Prince Albert,Prince Albert,,72500,,73000,43200,100000,Census 2021 ER NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,SK,ER4760,Northern,Nord,,,,,,,N/A,NA,NA,NA,2025-11-19,0,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession.",
NOC_00010,Legislators,Membres des corps législatifs,AB,ER48,Alberta,Alberta,34800,93000,192000,106400,56000,142000,Census 2021 PR NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,AB,ER4810,Lethbridge--Medicine Hat,Lethbridge--Medicine Hat,,,,,,,N/A,NA,NA,NA,2025-11-19,0,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession.",
NOC_00010,Legislators,Membres des corps législatifs,AB,ER4820,Camrose--Drumheller,Camrose--Drumheller,,,,,,,N/A,NA,NA,NA,2025-11-19,0,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession.",
NOC_00010,Legislators,Membres des corps législatifs,AB,ER4830,Calgary,Calgary,,138000,,130000,63600,184000,Census 2021 ER NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,AB,ER4840,Banff--Jasper--Rocky Mountain House,Banff--Jasper--Rocky Mountain House,,,,,,,N/A,NA,NA,NA,2025-11-19,0,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession.",
NOC_00010,Legislators,Membres des corps législatifs,AB,ER4850,Red Deer,Red Deer,,,,,,,N/A,NA,NA,NA,2025-11-19,0,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession.",
NOC_00010,Legislators,Membres des corps législatifs,AB,ER4860,Edmonton,Edmonton,40400,126000,190000,122000,90000,162000,Census 2021 ER NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,AB,ER4870,Athabasca--Grande Prairie--Peace River,Athabasca--Grande Prairie--Peace River,32867,75000,128000,79000,48800,93000,Census 2021 ER NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,AB,ER4880,Wood Buffalo--Cold Lake,Wood Buffalo--Cold Lake,,75000,,116000,52800,113000,Census 2021 ER NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,BC,ER59,British Columbia,Colombie-Britannique,37929,76000,166000,87600,55600,111000,Census 2021 PR NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
NOC_00010,Legislators,Membres des corps législatifs,BC,ER5910,Vancouver Island and Coast,Île de Vancouver et la côte,37929,72500,132000,76500,56800,97000,Census 2021 ER NOC5,2021 Census,Recensement 2021,2021,2025-11-19,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.,Pour cette profession sont présentés au taux annuel afin de mieux représenter la rémunération pour cette profession.,
